instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
15641602,61100,ADANIGREEN26JULFUT,ADANIGREEN,0.0,2026-07-28,0.0,0.1,600,FUT,NFO-FUT,NFO
16916226,66079,ADANIPORTS26MAYFUT,ADANIPORTS,0.0,2026-05-26,0.0,0.1,475,FUT,NFO-FUT,NFO
15960322,62345,ADANIPORTS26JUNFUT,ADANIPORTS,0.0,2026-06-30,0.0,0.1,475,FUT,NFO-FUT,NFO
15641858,61101,ADANIPORTS26JULFUT,ADANIPORTS,0.0,2026-07-28,0.0,0.1,475,FUT,NFO-FUT,NFO
15960834,62347,ADANIPOWER26MAYFUT,ADANIPOWER,0.0,2026-05-26,0.0,0.01,3550,FUT,NFO-FUT,NFO
15961090,62348,ADANIPOWER26JUNFUT,ADANIPOWER,0.0,2026-06-30,0.0,0.01,3550,FUT,NFO-FUT,NFO
15642114,61102,ADANIPOWER26JULFUT,ADANIPOWER,0.0,2026-07-28,0.0,0.01,3550,FUT,NFO-FUT,NFO
16916482,66080,ALKEM26MAYFUT,ALKEM,0.0,2026-05-26,0.0,0.5,125,FUT,NFO-FUT,NFO
15961346,62349,ALKEM26JUNFUT,ALKEM,0.0,2026-06-30,0.0,0.5,125,FUT,NFO-FUT,NFO
15642370,61103,ALKEM26JULFUT,ALKEM,0.0,2026-07-28,0.0,0.5,125,FUT,NFO-FUT,NFO
16916738,66081,AMBER26MAYFUT,AMBER,0.0,2026-05-26,0.0,0.5,100,FUT,NFO-FUT,NFO
15963906,62359,AMBER26JUNFUT,AMBER,0.0,2026-06-30,0.0,0.5,100,FUT,NFO-FUT,NFO
15642626,61104,AMBER26JULFUT,AMBER,0.0,2026-07-28,0.0,0.5,100,FUT,NFO-FUT,NFO
16916994,66082,AMBUJACEM26MAYFUT,AMBUJACEM,0.0,2026-05-26,0.0,0.05,1050,FUT,NFO-FUT,NFO
15964162,62360,AMBUJACEM26JUNFUT,AMBUJACEM,0.0,2026-06-30,0.0,0.05,1050,FUT,NFO-FUT,NFO
15642882,61105,AMBUJACEM26JULFUT,AMBUJACEM,0.0,2026-07-28,0.0,0.05,1200,FUT,NFO-FUT,NFO
16917250,66083,ANGELONE26MAYFUT,ANGELONE,0.0,2026-05-26,0.0,0.05,2500,FUT,NFO-FUT,NFO
15964418,62361,ANGELONE26JUNFUT,ANGELONE,0.0,2026-06-30,0.0,0.05,2500,FUT,NFO-FUT,NFO
15643138,61106,ANGELONE26JULFUT,ANGELONE,0.0,2026-07-28,0.0,0.05,2500,FUT,NFO-FUT,NFO
16917506,66084,APLAPOLLO26MAYFUT,APLAPOLLO,0.0,2026-05-26,0.0,0.1,350,FUT,NFO-FUT,NFO
15964674,62362,APLAPOLLO26JUNFUT,APLAPOLLO,0.0,2026-06-30,0.0,0.1,350,FUT,NFO-FUT,NFO
15643394,61107,APLAPOLLO26JULFUT,APLAPOLLO,0.0,2026-07-28,0.0,0.1,350,FUT,NFO-FUT,NFO
16917762,66085,APOLLOHOSP26MAYFUT,APOLLOHOSP,0.0,2026-05-26,0.0,0.5,125,FUT,NFO-FUT,NFO
15964930,62363,APOLLOHOSP26JUNFUT,APOLLOHOSP,0.0,2026-06-30,0.0,0.5,125,FUT,NFO-FUT,NFO
15643650,61108,APOLLOHOSP26JULFUT,APOLLOHOSP,0.0,2026-07-28,0.0,0.5,125,FUT,NFO-FUT,NFO
16918018,66086,ASHOKLEY26MAYFUT,ASHOKLEY,0.0,2026-05-26,0.0,0.01,5000,FUT,NFO-FUT,NFO
15965698,62366,ASHOKLEY26JUNFUT,ASHOKLEY,0.0,2026-06-30,0.0,0.01,5000,FUT,NFO-FUT,NFO
15643906,61109,ASHOKLEY26JULFUT,ASHOKLEY,0.0,2026-07-28,0.0,0.01,5000,FUT,NFO-FUT,NFO
16918274,66087,ASIANPAINT26MAYFUT,ASIANPAINT,0.0,2026-05-26,0.0,0.1,250,FUT,NFO-FUT,NFO
15965954,62367,ASIANPAINT26JUNFUT,ASIANPAINT,0.0,2026-06-30,0.0,0.1,250,FUT,NFO-FUT,NFO
15644162,61110,ASIANPAINT26JULFUT,ASIANPAINT,0.0,2026-07-28,0.0,0.1,250,FUT,NFO-FUT,NFO
16918530,66088,ASTRAL26MAYFUT,ASTRAL,0.0,2026-05-26,0.0,0.1,425,FUT,NFO-FUT,NFO
15966722,62370,ASTRAL26JUNFUT,ASTRAL,0.0,2026-06-30,0.0,0.1,425,FUT,NFO-FUT,NFO
15644418,61111,ASTRAL26JULFUT,ASTRAL,0.0,2026-07-28,0.0,0.1,425,FUT,NFO-FUT,NFO
16918786,66089,AUBANK26MAYFUT,AUBANK,0.0,2026-05-26,0.0,0.1,1000,FUT,NFO-FUT,NFO
15966978,62371,AUBANK26JUNFUT,AUBANK,0.0,2026-06-30,0.0,0.1,1000,FUT,NFO-FUT,NFO
15644674,61112,AUBANK26JULFUT,AUBANK,0.0,2026-07-28,0.0,0.1,1000,FUT,NFO-FUT,NFO
16919042,66090,AUROPHARMA26MAYFUT,AUROPHARMA,0.0,2026-05-26,0.0,0.1,550,FUT,NFO-FUT,NFO
15967234,62372,AUROPHARMA26JUNFUT,AUROPHARMA,0.0,2026-06-30,0.0,0.1,550,FUT,NFO-FUT,NFO
15644930,61113,AUROPHARMA26JULFUT,AUROPHARMA,0.0,2026-07-28,0.0,0.1,550,FUT,NFO-FUT,NFO
16919298,66091,AXISBANK26MAYFUT,AXISBANK,0.0,2026-05-26,0.0,0.1,625,FUT,NFO-FUT,NFO
15967490,62373,AXISBANK26JUNFUT,AXISBANK,0.0,2026-06-30,0.0,0.1,625,FUT,NFO-FUT,NFO
15645186,61114,AXISBANK26JULFUT,AXISBANK,0.0,2026-07-28,0.0,0.1,625,FUT,NFO-FUT,NFO
16919554,66092,BAJAJ-AUTO26MAYFUT,BAJAJ-AUTO,0.0,2026-05-26,0.0,0.5,75,FUT,NFO-FUT,NFO
15967746,62374,BAJAJ-AUTO26JUNFUT,BAJAJ-AUTO,0.0,2026-06-30,0.0,0.5,75,FUT,NFO-FUT,NFO
15645442,61115,BAJAJ-AUTO26JULFUT,BAJAJ-AUTO,0.0,2026-07-28,0.0,0.5,75,FUT,NFO-FUT,NFO
16919810,66093,BAJAJFINSV26MAYFUT,BAJAJFINSV,0.0,2026-05-26,0.0,0.1,250,FUT,NFO-FUT,NFO
15968002,62375,BAJAJFINSV26JUNFUT,BAJAJFINSV,0.0,2026-06-30,0.0,0.1,250,FUT,NFO-FUT,NFO
15645698,61116,BAJAJFINSV26JULFUT,BAJAJFINSV,0.0,2026-07-28,0.0,0.1,300,FUT,NFO-FUT,NFO
16920066,66094,BAJAJHLDNG26MAYFUT,BAJAJHLDNG,0.0,2026-05-26,0.0,1.0,50,FUT,NFO-FUT,NFO
15968258,62376,BAJAJHLDNG26JUNFUT,BAJAJHLDNG,0.0,2026-06-30,0.0,1.0,50,FUT,NFO-FUT,NFO
15645954,61117,BAJAJHLDNG26JULFUT,BAJAJHLDNG,0.0,2026-07-28,0.0,1.0,75,FUT,NFO-FUT,NFO
16920322,66095,BAJFINANCE26MAYFUT,BAJFINANCE,0.0,2026-05-26,0.0,0.05,750,FUT,NFO-FUT,NFO
15968514,62377,BAJFINANCE26JUNFUT,BAJFINANCE,0.0,2026-06-30,0.0,0.05,750,FUT,NFO-FUT,NFO
15646210,61118,BAJFINANCE26JULFUT,BAJFINANCE,0.0,2026-07-28,0.0,0.05,750,FUT,NFO-FUT,NFO
16920578,66096,BANDHANBNK26MAYFUT,BANDHANBNK,0.0,2026-05-26,0.0,0.01,3600,FUT,NFO-FUT,NFO
15968770,62378,BANDHANBNK26JUNFUT,BANDHANBNK,0.0,2026-06-30,0.0,0.01,3600,FUT,NFO-FUT,NFO
15646978,61121,BANDHANBNK26JULFUT,BANDHANBNK,0.0,2026-07-28,0.0,0.01,3600,FUT,NFO-FUT,NFO
16920834,66097,BANKBARODA26MAYFUT,BANKBARODA,0.0,2026-05-26,0.0,0.05,2925,FUT,NFO-FUT,NFO
15969026,62379,BANKBARODA26JUNFUT,BANKBARODA,0.0,2026-06-30,0.0,0.05,2925,FUT,NFO-FUT,NFO
15647234,61122,BANKBARODA26JULFUT,BANKBARODA,0.0,2026-07-28,0.0,0.05,2925,FUT,NFO-FUT,NFO
16921090,66098,BANKINDIA26MAYFUT,BANKINDIA,0.0,2026-05-26,0.0,0.01,5200,FUT,NFO-FUT,NFO
15969282,62380,BANKINDIA26JUNFUT,BANKINDIA,0.0,2026-06-30,0.0,0.01,5200,FUT,NFO-FUT,NFO
15647490,61123,BANKINDIA26JULFUT,BANKINDIA,0.0,2026-07-28,0.0,0.01,5200,FUT,NFO-FUT,NFO
16921346,66099,BDL26MAYFUT,BDL,0.0,2026-05-26,0.0,0.1,350,FUT,NFO-FUT,NFO
15969538,62381,BDL26JUNFUT,BDL,0.0,2026-06-30,0.0,0.1,350,FUT,NFO-FUT,NFO
15647746,61124,BDL26JULFUT,BDL,0.0,2026-07-28,0.0,0.1,425,FUT,NFO-FUT,NFO
16921602,66100,BEL26MAYFUT,BEL,0.0,2026-05-26,0.0,0.05,1425,FUT,NFO-FUT,NFO
15969794,62382,BEL26JUNFUT,BEL,0.0,2026-06-30,0.0,0.05,1425,FUT,NFO-FUT,NFO
15648002,61125,BEL26JULFUT,BEL,0.0,2026-07-28,0.0,0.05,1425,FUT,NFO-FUT,NFO
16921858,66101,BHARATFORG26MAYFUT,BHARATFORG,0.0,2026-05-26,0.0,0.1,500,FUT,NFO-FUT,NFO
15970050,62383,BHARATFORG26JUNFUT,BHARATFORG,0.0,2026-06-30,0.0,0.1,500,FUT,NFO-FUT,NFO
15648258,61126,BHARATFORG26JULFUT,BHARATFORG,0.0,2026-07-28,0.0,0.1,500,FUT,NFO-FUT,NFO
16922114,66102,BHARTIARTL26MAYFUT,BHARTIARTL,0.0,2026-05-26,0.0,0.1,475,FUT,NFO-FUT,NFO
15970306,62384,BHARTIARTL26JUNFUT,BHARTIARTL,0.0,2026-06-30,0.0,0.1,475,FUT,NFO-FUT,NFO
15648514,61127,BHARTIARTL26JULFUT,BHARTIARTL,0.0,2026-07-28,0.0,0.1,475,FUT,NFO-FUT,NFO
16922370,66103,BHEL26MAYFUT,BHEL,0.0,2026-05-26,0.0,0.05,2625,FUT,NFO-FUT,NFO
15970562,62385,BHEL26JUNFUT,BHEL,0.0,2026-06-30,0.0,0.05,2625,FUT,NFO-FUT,NFO
15648770,61128,BHEL26JULFUT,BHEL,0.0,2026-07-28,0.0,0.05,2625,FUT,NFO-FUT,NFO
16922626,66104,BIOCON26MAYFUT,BIOCON,0.0,2026-05-26,0.0,0.05,2500,FUT,NFO-FUT,NFO
15970818,62386,BIOCON26JUNFUT,BIOCON,0.0,2026-06-30,0.0,0.05,2500,FUT,NFO-FUT,NFO
15649026,61129,BIOCON26JULFUT,BIOCON,0.0,2026-07-28,0.0,0.05,2500,FUT,NFO-FUT,NFO
16922882,66105,BLUESTARCO26MAYFUT,BLUESTARCO,0.0,2026-05-26,0.0,0.1,325,FUT,NFO-FUT,NFO
15971074,62387,BLUESTARCO26JUNFUT,BLUESTARCO,0.0,2026-06-30,0.0,0.1,325,FUT,NFO-FUT,NFO
15649282,61130,BLUESTARCO26JULFUT,BLUESTARCO,0.0,2026-07-28,0.0,0.1,325,FUT,NFO-FUT,NFO
16923138,66106,BOSCHLTD26MAYFUT,BOSCHLTD,0.0,2026-05-26,0.0,5.0,25,FUT,NFO-FUT,NFO
15972354,62392,BOSCHLTD26JUNFUT,BOSCHLTD,0.0,2026-06-30,0.0,5.0,25,FUT,NFO-FUT,NFO
15649538,61131,BOSCHLTD26JULFUT,BOSCHLTD,0.0,2026-07-28,0.0,5.0,25,FUT,NFO-FUT,NFO
16923394,66107,BPCL26MAYFUT,BPCL,0.0,2026-05-26,0.0,0.05,1975,FUT,NFO-FUT,NFO
15972610,62393,BPCL26JUNFUT,BPCL,0.0,2026-06-30,0.0,0.05,1975,FUT,NFO-FUT,NFO
15649794,61132,BPCL26JULFUT,BPCL,0.0,2026-07-28,0.0,0.05,1975,FUT,NFO-FUT,NFO
16923650,66108,BRITANNIA26MAYFUT,BRITANNIA,0.0,2026-05-26,0.0,0.5,125,FUT,NFO-FUT,NFO
15972866,62394,BRITANNIA26JUNFUT,BRITANNIA,0.0,2026-06-30,0.0,0.5,125,FUT,NFO-FUT,NFO
15650050,61133,BRITANNIA26JULFUT,BRITANNIA,0.0,2026-07-28,0.0,0.5,125,FUT,NFO-FUT,NFO
16923906,66109,BSE26MAYFUT,BSE,0.0,2026-05-26,0.0,0.1,375,FUT,NFO-FUT,NFO
15973122,62395,BSE26JUNFUT,BSE,0.0,2026-06-30,0.0,0.1,375,FUT,NFO-FUT,NFO
15650306,61134,BSE26JULFUT,BSE,0.0,2026-07-28,0.0,0.1,200,FUT,NFO-FUT,NFO
16924162,66110,CAMS26MAYFUT,CAMS,0.0,2026-05-26,0.0,0.05,750,FUT,NFO-FUT,NFO
15973378,62396,CAMS26JUNFUT,CAMS,0.0,2026-06-30,0.0,0.05,750,FUT,NFO-FUT,NFO
15650562,61135,CAMS26JULFUT,CAMS,0.0,2026-07-28,0.0,0.05,825,FUT,NFO-FUT,NFO
16924418,66111,CANBK26MAYFUT,CANBK,0.0,2026-05-26,0.0,0.01,6750,FUT,NFO-FUT,NFO
15973634,62397,CANBK26JUNFUT,CANBK,0.0,2026-06-30,0.0,0.01,6750,FUT,NFO-FUT,NFO
15650818,61136,CANBK26JULFUT,CANBK,0.0,2026-07-28,0.0,0.01,6750,FUT,NFO-FUT,NFO
16924674,66112,CDSL26MAYFUT,CDSL,0.0,2026-05-26,0.0,0.1,475,FUT,NFO-FUT,NFO
15973890,62398,CDSL26JUNFUT,CDSL,0.0,2026-06-30,0.0,0.1,475,FUT,NFO-FUT,NFO
15651586,61139,CDSL26JULFUT,CDSL,0.0,2026-07-28,0.0,0.1,475,FUT,NFO-FUT,NFO
16926978,66121,CGPOWER26MAYFUT,CGPOWER,0.0,2026-05-26,0.0,0.05,850,FUT,NFO-FUT,NFO
15975170,62403,CGPOWER26JUNFUT,CGPOWER,0.0,2026-06-30,0.0,0.05,850,FUT,NFO-FUT,NFO
15651842,61140,CGPOWER26JULFUT,CGPOWER,0.0,2026-07-28,0.0,0.05,850,FUT,NFO-FUT,NFO
16927234,66122,CHOLAFIN26MAYFUT,CHOLAFIN,0.0,2026-05-26,0.0,0.1,625,FUT,NFO-FUT,NFO
15975938,62406,CHOLAFIN26JUNFUT,CHOLAFIN,0.0,2026-06-30,0.0,0.1,625,FUT,NFO-FUT,NFO
15652098,61141,CHOLAFIN26JULFUT,CHOLAFIN,0.0,2026-07-28,0.0,0.1,625,FUT,NFO-FUT,NFO
16928258,66126,CIPLA26MAYFUT,CIPLA,0.0,2026-05-26,0.0,0.1,375,FUT,NFO-FUT,NFO
15976194,62407,CIPLA26JUNFUT,CIPLA,0.0,2026-06-30,0.0,0.1,375,FUT,NFO-FUT,NFO
15652354,61142,CIPLA26JULFUT,CIPLA,0.0,2026-07-28,0.0,0.1,425,FUT,NFO-FUT,NFO
16929794,66132,COALINDIA26MAYFUT,COALINDIA,0.0,2026-05-26,0.0,0.05,1350,FUT,NFO-FUT,NFO
15976450,62408,COALINDIA26JUNFUT,COALINDIA,0.0,2026-06-30,0.0,0.05,1350,FUT,NFO-FUT,NFO
15652610,61143,COALINDIA26JULFUT,COALINDIA,0.0,2026-07-28,0.0,0.05,1350,FUT,NFO-FUT,NFO
15983362,62435,COCHINSHIP26MAYFUT,COCHINSHIP,0.0,2026-05-26,0.0,0.1,400,FUT,NFO-FUT,NFO
15983618,62436,COCHINSHIP26JUNFUT,COCHINSHIP,0.0,2026-06-30,0.0,0.1,400,FUT,NFO-FUT,NFO
15652866,61144,COCHINSHIP26JULFUT,COCHINSHIP,0.0,2026-07-28,0.0,0.1,400,FUT,NFO-FUT,NFO
16930050,66133,COFORGE26MAYFUT,COFORGE,0.0,2026-05-26,0.0,0.1,375,FUT,NFO-FUT,NFO
15983874,62437,COFORGE26JUNFUT,COFORGE,0.0,2026-06-30,0.0,0.1,375,FUT,NFO-FUT,NFO
15653122,61145,COFORGE26JULFUT,COFORGE,0.0,2026-07-28,0.0,0.1,475,FUT,NFO-FUT,NFO
16930306,66134,COLPAL26MAYFUT,COLPAL,0.0,2026-05-26,0.0,0.1,225,FUT,NFO-FUT,NFO
15999490,62498,COLPAL26JUNFUT,COLPAL,0.0,2026-06-30,0.0,0.1,225,FUT,NFO-FUT,NFO
15653378,61146,COLPAL26JULFUT,COLPAL,0.0,2026-07-28,0.0,0.1,275,FUT,NFO-FUT,NFO
16930562,66135,CONCOR26MAYFUT,CONCOR,0.0,2026-05-26,0.0,0.05,1250,FUT,NFO-FUT,NFO
15999746,62499,CONCOR26JUNFUT,CONCOR,0.0,2026-06-30,0.0,0.05,1250,FUT,NFO-FUT,NFO
15654146,61149,CONCOR26JULFUT,CONCOR,0.0,2026-07-28,0.0,0.05,1250,FUT,NFO-FUT,NFO
16930818,66136,CROMPTON26MAYFUT,CROMPTON,0.0,2026-05-26,0.0,0.05,1800,FUT,NFO-FUT,NFO
16002050,62508,CROMPTON26JUNFUT,CROMPTON,0.0,2026-06-30,0.0,0.05,1800,FUT,NFO-FUT,NFO
15654402,61150,CROMPTON26JULFUT,CROMPTON,0.0,2026-07-28,0.0,0.05,2150,FUT,NFO-FUT,NFO
16931586,66139,CUMMINSIND26MAYFUT,CUMMINSIND,0.0,2026-05-26,0.0,0.5,200,FUT,NFO-FUT,NFO
16002306,62509,CUMMINSIND26JUNFUT,CUMMINSIND,0.0,2026-06-30,0.0,0.5,200,FUT,NFO-FUT,NFO
15654658,61151,CUMMINSIND26JULFUT,CUMMINSIND,0.0,2026-07-28,0.0,0.5,200,FUT,NFO-FUT,NFO
16932610,66143,DABUR26MAYFUT,DABUR,0.0,2026-05-26,0.0,0.05,1250,FUT,NFO-FUT,NFO
16014082,62555,DABUR26JUNFUT,DABUR,0.0,2026-06-30,0.0,0.05,1250,FUT,NFO-FUT,NFO
15654914,61152,DABUR26JULFUT,DABUR,0.0,2026-07-28,0.0,0.05,1250,FUT,NFO-FUT,NFO
16932866,66144,DALBHARAT26MAYFUT,DALBHARAT,0.0,2026-05-26,0.0,0.1,325,FUT,NFO-FUT,NFO
16014338,62556,DALBHARAT26JUNFUT,DALBHARAT,0.0,2026-06-30,0.0,0.1,325,FUT,NFO-FUT,NFO
15656194,61157,DALBHARAT26JULFUT,DALBHARAT,0.0,2026-07-28,0.0,0.1,325,FUT,NFO-FUT,NFO
16933378,66146,DELHIVERY26MAYFUT,DELHIVERY,0.0,2026-05-26,0.0,0.05,2075,FUT,NFO-FUT,NFO
16014594,62557,DELHIVERY26JUNFUT,DELHIVERY,0.0,2026-06-30,0.0,0.05,2075,FUT,NFO-FUT,NFO
15656450,61158,DELHIVERY26JULFUT,DELHIVERY,0.0,2026-07-28,0.0,0.05,2075,FUT,NFO-FUT,NFO
16933634,66147,DIVISLAB26MAYFUT,DIVISLAB,0.0,2026-05-26,0.0,0.5,100,FUT,NFO-FUT,NFO
16015618,62561,DIVISLAB26JUNFUT,DIVISLAB,0.0,2026-06-30,0.0,0.5,100,FUT,NFO-FUT,NFO
15656706,61159,DIVISLAB26JULFUT,DIVISLAB,0.0,2026-07-28,0.0,0.5,100,FUT,NFO-FUT,NFO
16933890,66148,DIXON26MAYFUT,DIXON,0.0,2026-05-26,0.0,1.0,50,FUT,NFO-FUT,NFO
16015874,62562,DIXON26JUNFUT,DIXON,0.0,2026-06-30,0.0,1.0,50,FUT,NFO-FUT,NFO
15656962,61160,DIXON26JULFUT,DIXON,0.0,2026-07-28,0.0,1.0,50,FUT,NFO-FUT,NFO
16934146,66149,DLF26MAYFUT,DLF,0.0,2026-05-26,0.0,0.05,825,FUT,NFO-FUT,NFO
16016130,62563,DLF26JUNFUT,DLF,0.0,2026-06-30,0.0,0.05,825,FUT,NFO-FUT,NFO
15657218,61161,DLF26JULFUT,DLF,0.0,2026-07-28,0.0,0.05,950,FUT,NFO-FUT,NFO
16935682,66155,DMART26MAYFUT,DMART,0.0,2026-05-26,0.0,0.1,150,FUT,NFO-FUT,NFO
16016386,62564,DMART26JUNFUT,DMART,0.0,2026-06-30,0.0,0.1,150,FUT,NFO-FUT,NFO
15657474,61162,DMART26JULFUT,DMART,0.0,2026-07-28,0.0,0.1,150,FUT,NFO-FUT,NFO
16935938,66156,DRREDDY26MAYFUT,DRREDDY,0.0,2026-05-26,0.0,0.1,625,FUT,NFO-FUT,NFO
16016642,62565,DRREDDY26JUNFUT,DRREDDY,0.0,2026-06-30,0.0,0.1,625,FUT,NFO-FUT,NFO
15657730,61163,DRREDDY26JULFUT,DRREDDY,0.0,2026-07-28,0.0,0.1,625,FUT,NFO-FUT,NFO
16936194,66157,EICHERMOT26MAYFUT,EICHERMOT,0.0,2026-05-26,0.0,0.5,100,FUT,NFO-FUT,NFO
16016898,62566,EICHERMOT26JUNFUT,EICHERMOT,0.0,2026-06-30,0.0,0.5,100,FUT,NFO-FUT,NFO
15657986,61164,EICHERMOT26JULFUT,EICHERMOT,0.0,2026-07-28,0.0,0.5,100,FUT,NFO-FUT,NFO
16936450,66158,ETERNAL26MAYFUT,ETERNAL,0.0,2026-05-26,0.0,0.01,2425,FUT,NFO-FUT,NFO
16017154,62567,ETERNAL26JUNFUT,ETERNAL,0.0,2026-06-30,0.0,0.01,2425,FUT,NFO-FUT,NFO
15658242,61165,ETERNAL26JULFUT,ETERNAL,0.0,2026-07-28,0.0,0.01,2425,FUT,NFO-FUT,NFO
16936706,66159,EXIDEIND26MAYFUT,EXIDEIND,0.0,2026-05-26,0.0,0.05,1800,FUT,NFO-FUT,NFO
16017410,62568,EXIDEIND26JUNFUT,EXIDEIND,0.0,2026-06-30,0.0,0.05,1800,FUT,NFO-FUT,NFO
15658498,61166,EXIDEIND26JULFUT,EXIDEIND,0.0,2026-07-28,0.0,0.05,1800,FUT,NFO-FUT,NFO
16936962,66160,FEDERALBNK26MAYFUT,FEDERALBNK,0.0,2026-05-26,0.0,0.05,2500,FUT,NFO-FUT,NFO
16017666,62569,FEDERALBNK26JUNFUT,FEDERALBNK,0.0,2026-06-30,0.0,0.05,2500,FUT,NFO-FUT,NFO
15658754,61167,FEDERALBNK26JULFUT,FEDERALBNK,0.0,2026-07-28,0.0,0.05,2500,FUT,NFO-FUT,NFO
16913666,66069,FINNIFTY26MAYFUT,FINNIFTY,0.0,2026-05-26,0.0,0.1,60,FUT,NFO-FUT,NFO
15955714,62327,FINNIFTY26JUNFUT,FINNIFTY,0.0,2026-06-30,0.0,0.1,60,FUT,NFO-FUT,NFO
15639298,61091,FINNIFTY26JULFUT,FINNIFTY,0.0,2026-07-28,0.0,0.1,60,FUT,NFO-FUT,NFO
16018178,62571,FORCEMOT26MAYFUT,FORCEMOT,0.0,2026-05-26,0.0,1.0,25,FUT,NFO-FUT,NFO
16018434,62572,FORCEMOT26JUNFUT,FORCEMOT,0.0,2026-06-30,0.0,1.0,25,FUT,NFO-FUT,NFO
15659010,61168,FORCEMOT26JULFUT,FORCEMOT,0.0,2026-07-28,0.0,1.0,25,FUT,NFO-FUT,NFO
16937218,66161,FORTIS26MAYFUT,FORTIS,0.0,2026-05-26,0.0,0.05,775,FUT,NFO-FUT,NFO
16018946,62574,FORTIS26JUNFUT,FORTIS,0.0,2026-06-30,0.0,0.05,775,FUT,NFO-FUT,NFO
15659266,61169,FORTIS26JULFUT,FORTIS,0.0,2026-07-28,0.0,0.05,775,FUT,NFO-FUT,NFO
16937474,66162,GAIL26MAYFUT,GAIL,0.0,2026-05-26,0.0,0.01,3150,FUT,NFO-FUT,NFO
16019202,62575,GAIL26JUNFUT,GAIL,0.0,2026-06-30,0.0,0.01,3150,FUT,NFO-FUT,NFO
15659522,61170,GAIL26JULFUT,GAIL,0.0,2026-07-28,0.0,0.01,3550,FUT,NFO-FUT,NFO
16938242,66165,GLENMARK26MAYFUT,GLENMARK,0.0,2026-05-26,0.0,0.1,375,FUT,NFO-FUT,NFO
16019714,62577,GLENMARK26JUNFUT,GLENMARK,0.0,2026-06-30,0.0,0.1,375,FUT,NFO-FUT,NFO
15659778,61171,GLENMARK26JULFUT,GLENMARK,0.0,2026-07-28,0.0,0.1,375,FUT,NFO-FUT,NFO
16938498,66166,GMRAIRPORT26MAYFUT,GMRAIRPORT,0.0,2026-05-26,0.0,0.01,6975,FUT,NFO-FUT,NFO
